"Cycle","ID","TransID","CRPFilerid","Recipcode","Pacshort","CRPRecipname","Expcode","Amount","Date","City","State","Zip","CmtelD_EF","Candid","Type","Descrip","PG","ElecOther","EntType","Source"
2002,488716,"SB17.4836","N00003202","RW","William L \"Bill\" Jenkins for Congress","JENKINS KATHRYN","  ",50,"01/31/2002","ROGERSVILLE","TN","37857    ","         ","","","In-kind - RENT","P2002","","IND",""
2002,497850,"D611","N00001509","DW","Pennsylvanians for Kanjorski","PenTeleData","01",19,"02/15/2002","Palmerton","PA","18071    ","         ","","001","Internet Service","P2002","","ORG","@W02"
2002,507132,"01000115603000423103","N00002047","DN","Larouche in 2004","EASTERN STATES DISTRIBUTORS, INC (ESDI)","  ",571,"07/25/2002","UPPER DARBY","PA","19082    ","         ","","","","     ","","ORG",""
2002,507140,"01000134101000127002","N00002047","DN","Larouche in 2004","EIR NEWS SERVICE","  ",4345,"09/25/2002","WASHINGTON","DC","200410390","         ","","","","     ","","ORG",""
2002,507154,"SB17.4341","N00013834","RL","Republicans for Phil Bradley","Cingluar Wireless","01",280,"01/18/2002","Greenville","SC","29607    ","         ","","","Phone service","P2002","","ORG","@W02"
2002,516163,"1001200230C20321IK","N00000860","DW","Rush Holt for Congress","League of Conservation Voters","  ",12,"07/15/2002","Washington","DC","20036    ","C00313684","","","","     ","","PAC",""
2002,516179,"1001200250E2737","N00000860","DW","Rush Holt for Congress","Aristotle Publishing","01",32,"08/16/2002","Washington","DC","20003    ","C00313684","","","CREDIT CARD FEE","     ","","","@W02"
2002,525258,"SB21B.7959","C00040857","DP","Oakland Democratic Campaign Cmte","Reif Irmgard","  ",175,"11/10/2002","Clinton Township","MI","48035    ","         ","","","bingo prize","     ","","IND",""
2002,534550,"SB21B.15033","C00105973","DP","Democratic Cmte of Utah","Dan Jones & Associates","05",3400,"07/22/2002","Salt Lake City","UT","84102    ","         ","","","Polling","     ","","ORG","@W02"
2002,534560,"SB17.5526","N00003651","RW","Regula for Congress Cmte","Fisher Foods Marketing, Inc.","  ",667,"09/25/2002","Canton","OH","44718    ","C00005041","","","Pies for Hoover Park Rally","G2002","","ORG",""
2002,543805,"0122200318E4072","N00005414","RW","McCrery for Congress","U. S. Postmaster","01",37,"12/16/2002","Shreveport","LA","71104    ","C00220186","","001","postage","     ","","","@W02"
2002,543819,"D465","N00024974","DL","Hartke for Congress Campaign Cmte","Pruitt Ronnie Mr.","01",15,"07/02/2002","Henderson","KY","42420    ","         ","","","postage","G2002","","IND","@W02"
2002,553006,"D4634","N00001427","RW","People for English","Investment Management PAC","01",19,"07/31/2002","Washington","DC","20036    ","         ","","","in-kind; salary & admin. exp.","G2002","","COM","@P"
2002,553020,"D4727","N00001427","RW","People for English","Gingrey for Congress","12",1000,"10/31/2002","Marietta","GA","30060    ","         ","","","donation","G2002","","ORG","@W02"
2002,562273,"081820024E8444","N00002599","RW","Linder for Congress","Direct Line Politics","  ",37559,"08/12/2002","Alexandria","VA","22314    ","C00255976","","","FR MAILINGS","     ","","",""
2002,571452,"1202200242E1471","N00004762","RW","Judy Biggert for Congress","Taff Adam","  ",1000,"11/01/2002","Shawnee Mission","KS","66212    ","C00330241","","","KS03, U.S. CONGRESS","G2002","","IND",""
2002,571465,"L21b20020619326","C00003418","RP","Republican National Cmte","CAMPAIGN MAIL & DATA, INC.","  ",227,"05/07/2002","FALLS CHURCH","VA","22043    ","         ","","","FILE MAITENANCE","     ","","IND",""
2002,571475,"L21b20020619295","C00003418","RP","Republican National Cmte","CAMPAIGN MAIL & DATA, INC.","01",16054,"05/16/2002","FALLS CHURCH","VA","22043    ","         ","","","MAILING COST","     ","","IND","@W02"
2002,580615,"0618200337E1671","C00140590","RP","Republican Party of California","Bank Of Hollywood","  ",3453,"04/10/2002","Boulder","CO","80301    ","C00140590","","",",USAGEFEE/CONTRIBUTIONS RECEIVED","     ","","",""
2002,580632,"SB21B.13028","C00044842","RP","Republican Federal Cmte of Pennsylvania","Pfautz Kendra","01",832,"11/27/2002","Mechanicsburg","PA","17050    ","         ","","","Net Salary","     ","","IND","@W02"
2002,589660,"SB17.5453","N00025416","RL","Brent Taylor for Congress","WWON Radio","04",300,"06/13/2002","Waynesboro","TN","38485    ","         ","","","Advertising","P2002","","ORG","@W02"
2002,589679,"SB17.5708","N00025416","RL","Brent Taylor for Congress","Reinagel Laurie","01",566,"04/18/2002","Cordova","TN","38018    ","         ","","","Salary","P2002","","IND","@W02"
2002,598768,"0113200354E501","N00002872","RW","Lincoln Diaz-Balart for Congress Cmte","Capitol One Bank","01",366,"12/10/2002","Richmond","VA","232855015","C00264028","","","CREDIT CARD PAYMENT (SEE BELOW)","     ","","","@W02"
2002,607859,"091920022E4122","N00004255","RW","Nussle for Congress","MidAmerican Energy Company","01",178,"09/10/2002","Davenport","IA","528088020","C00238378","","","UTILITIES","     ","","","@W02"
2002,607872,"071220021E3947","N00004255","RW","Nussle for Congress","WWJ Investments","01",570,"07/01/2002","Manchester","IA","52057    ","C00238378","","","RENT","     ","","","@W02"
2002,607880,"091920022E4138","N00004255","RW","Nussle for Congress","Treasurer, State of Iowa","01",334,"09/13/2002","Des Moines","IA","503060457","C00238378","","","PAYROLL TAXES","     ","","","@W02"
2002,617003,"SB21B-100801","C00010603","DP","DNC Services Corp","HOME PARAMOUNT","01",100,"12/10/2002","FOREST HILL","MD","210800850","         ","","","Office Expenses","     ","","","@W02"
2002,617019,"SB21B.40521","C00031054","DP","Michigan Democratic State Central Cmte","Michigan Bingo Bugle","04",40,"12/05/2002","Grand Rapids","MI","49506    ","         ","","","bingo advertising","     ","","ORG","@W02"
2002,626262,"Disb00017242W&J001","N00012672","RW","Pearce for Congress","Superior Printing Service","  ",968,"10/30/2002","Hobbs","NM","88240    ","         ","","","Fundraising","     ","","COM","@W02"
2002,626287,"Disb00017524W&J001","N00012672","RW","Pearce for Congress","Barbra Stevenson","01",460,"10/17/2002","Las Cruces","NM","88001    ","         ","","","Salary","G2002","","COM","@W02"
2002,635477,"1018200220E1493","N00009738","RW","Culberson for Congress","Federal Express","01",49,"10/17/2002","Memphis","TN","381011140","C00343236","","","DELIVERIES","     ","","","@W02"
2002,635490,"1101200248E1562","N00009738","RW","Culberson for Congress","Feeney for Congress","  ",770,"11/01/2002","Oviedo","FL","32765    ","         ","","","EXPENSES FOR TRIP TO FL 24","G2002","","CCM",""
2002,644195,"D3214","N00000360","DW","Friends of Patrick J Kennedy '98","State of Rhode Island","01",1816,"11/11/2002","Providence","RI","02908    ","         ","","","Payroll taxes/withholdings","     ","","ORG","@W02"
2002,653184,"SB17.7412","N00024862","RL","Geoff Davis 2002","T&W Printing","  ",320,"08/05/2002","Covington","KY","41014    ","C00369470","","","Letterheads Printed","G2002","","ORG",""
2002,653198,"SB21B.22351.2","C00085506","RP","Republican Party of Hawaii","Sam Choy's Restaurant","99",27,"07/02/2002","Honolulu","HI","96817    ","         ","","","lunch meeting","     ","","IND","@W02"
2002,662289,"0918200236E7549","N00004045","RW","Knollenberg for Congress Cmte","ADP Total Resources","01",3193,"08/30/2002","Novi","MI","48375    ","C00266767","","","PAYROLL","     ","","","@W02"
2002,662304,"1012200229E7621","N00004045","RW","Knollenberg for Congress Cmte","Superior Balloon Company","06",214,"07/29/2002","Ferndale","MI","48220    ","C00266767","","","BALLOONS","     ","","","@W02"
2002,671563,"D03Uw7H","N00001049","RI","Gilman for Congress","Key Bank of New York","02",2,"10/21/2002","Albany","NY","12201    ","         ","","","Travel Expense","G2002","","ORG","@W02"
2002,671577,"SB17.8726","N00003105","RW","Marsha Blackburn for Congress","U. S. Postmaster","01",116,"10/07/2002","Franklin","TN","370649998","         ","","","Postage","G2002","","ORG","@W02"
2002,678980,"D8873","C00174060","PB","BellSouth Corp","Matheson For Congress","  ",1000,"06/26/2002","Salt Lake City","UT","84101    ","         ","","","Contribution: Jim Matheson (UT-2-D) Hous","G2002","","CAN",""
2002,678990,"SB23.4805","C00315275","PI","Re-elect Freshmen of the Repub Majority","BOQUIST FOR CONGRESS","  ",1000,"08/01/2002","DALLAS","OR","97338    ","C00370635","","","","G2002","","CCM",""
2002,687835,"SB23.39369","C00346536","PI","Club for Growth","HUTCHINSON FOR SENATE","  ",25,"10/21/2002","ROGERS","AR","72757    ","         ","","","Earmarked from Dale Canady","G2002","","CCM",""
2002,687846,"SB23.39380","C00346536","PI","Club for Growth","HUTCHINSON FOR SENATE","  ",100,"10/21/2002","ROGERS","AR","72757    ","         ","","","Earmarked from Henrietta Fankhauser","G2002","","CCM",""
2002,696682,"SB23.4234","C00363556","PB","Rock-Tenn Co","Barnes for Governor (Roy)","11",1000,"10/30/2002","Atlanta","GA","30357    ","         ","","","Campaign Contribution","G2002","","ORG","@W02"
2002,696690,"SB29.13244","C00004929","PB","Pennsylvania Medical Assn","RE-ELECT LESCOVITZ CAMPAIGN COMMITTEE","  ",500,"08/22/2002","HARRISBURG","PA","17108    ","         ","","","","G2002","","CCM",""
2002,696698,"SB29.13378","C00004929","PB","Pennsylvania Medical Assn","THOMAS CORRIGAN CAMPAIGN COMMITTEE","  ",250,"09/12/2002","BRISTOL","PA","19007    ","         ","","","","G2002","","CCM",""
2002,696709,"SB23.5181","C00366278","PB","Wausau Benefits","POMEROY EARL RALPH","  ",500,"10/17/2002","BISMARCK","ND","58502    ","         ","","","Contribution to Candidate","G2002","","CAN",""
2002,706146,"SB23.53749","C00341396","PI","Moveon.org","MONDALE FOR SENATE","  ",50,"11/01/2002","BLOOMINGTON","MN","55437    ","         ","","","Julie Sisk","G2002","","CCM",""
2002,706158,"SB23.53761","C00341396","PI","Moveon.org","MONDALE FOR SENATE","  ",25,"11/01/2002","BLOOMINGTON","MN","55437    ","         ","","","Deborah Bain","G2002","","CCM",""
2002,715244,"D6150","C00003590","PL","United Steelworkers of America","Karla Steves","  ",500,"11/01/2002","Berwick","PA","18603    ","         ","","","Raffle Winner - Cash","O2002","Other","IND",""
2002,723731,"SB21B.6169","C00275909","PB","Robins, Kaplan et al","Tietjen Randall M.","99",1,"10/16/2002","Minneapolis","MN","55403    ","         ","","","Inkind","G2002","","IND","@W02"
2002,723740,"SB23.12259","C00143305","PB","CH2M HILL","FRIENDS OF MAX BAUCUS","11",500,"09/03/2002","HELENA","MT","59624    ","         ","S8MT00010","","CONTRIBUTION","G2002","","CCM","@W02"
2002,723747,"SB23.12299","C00143305","PB","CH2M HILL","KIND FOR CONGRESS COMMITTEE","11",1000,"09/17/2002","La Crosse","WI","54601    ","         ","H6WI03099","","CONTRIBUTION","G2002","","CCM","@W02"
2002,732426,"SB23.4433","C00381806","PI","Progressive Choices PAC","JANET ROBERT FOR CONGRESS","11",200,"10/09/2002","STILLWATER","MN","55082    ","         ","","","Ermk:Contrib Ck-Dennis, Jeffrey","     ","","CCM","@W02"
2002,732435,"SB23.4521","C00381806","PI","Progressive Choices PAC","JILL LONG THOMPSON COMMITTEE","  ",10,"10/04/2002","SOUTH BEND","IN","46624    ","         ","","","Ermk:Contrib Ck-Straus, Susan","     ","","CCM",""
2002,732445,"SB23.6723","C00168542","PB","Great Lakes Sugar Beet Growers Assn","KNOLLENBERG FOR CONGRESS COMMITTEE","11",500,"10/09/2002","FARMINGTON HILLS","MI","48334    ","         ","","","Contribution","G2002","","CCM","@W02"
2002,741299,"SB23.37674","C00081455","PB","Reliant Resources","Issa for Congress","  ",1000,"10/10/2002","Alexandria","VA","22302    ","         ","","","","G2002","","CAN",""
2002,741309,"SB23.37652","C00081455","PB","Reliant Resources","Mary Bono Committee","  ",1000,"10/10/2002","Palm Springs","CA","92263    ","         ","","","","G2002","","CAN",""
2002,741319,"SB23.37689","C00081455","PB","Reliant Resources","The Texas Freedom Fund","  ",4000,"10/11/2002","Alexandria","VA","22301    ","         ","","","Contribution (TX-R)","O2002","Other","PAC",""
2002,750117,"SB23-40314","C00193433","PI","EMILY's List","Jill LongThompson for Congress","11",35,"09/30/2002","Dekalb","IL","60115    ","         ","","","Candidate Contrib Earmarked","G2002","","CCM","@W02"
2002,750125,"SB23-40322","C00193433","PI","EMILY's List","Jill LongThompson for Congress","11",25,"09/30/2002","Elkins Park","PA","19027    ","         ","","","Candidate Contrib Earmarked","G2002","","CCM","@W02"
2002,750134,"SB23-40331","C00193433","PI","EMILY's List","Jill LongThompson for Congress","11",10,"09/30/2002","Omaha","NE","68132    ","         ","","","Candidate Contrib Earmarked","G2002","","CCM","@W02"
2002,757594,"10724517","C00082917","PB","Associated General Contractors","Ron Lewis For Congress","  ",1000,"09/06/2002","Elizabethtown","KY","42702    ","C00304527","","011","","G2002","","CAN",""
2002,757604,"SB29.5393","C00041939","PL","IBEW Local 1","FRIENDS OF MICHAEL VOGT","12",300,"10/04/2002","ST LOUIS","MO","63123    ","         ","","","DONATION","     ","","CCM","@W02"
2002,757613,"SB23.4252","C00133389","PB","Futures Industry Assn","CHAMBLISS FOR SENATE","  ",1000,"10/07/2002","ATLANTA","GA","30355    ","         ","","","","     ","","CAN",""
2002,766596,"SB23.6283","C00364299","PI","Wild PAC","MARK UDALL FOR CONGRESS","  ",50,"09/30/2002","Westminster","CO","80031    ","         ","","","Ermk:Contrib Ck-Larry Young","     ","","CCM",""
2002,766606,"1007200231E17","C00375691","PI","New Vision America Fund","John Marshall Collins, P.C.","  ",14,"09/30/2002","San Jose","CA","95113    ","C00375691","","","FED EX & POSTAGE","     ","","",""
2002,766615,"SB23.7059","C00032995","PL","Amalgamated Transit Union","DAVID PRICE FOR CONGRESS COMMITTEE","  ",1000,"09/06/2002","RALEIGH","NC","27602    ","         ","","","2002 Primary","P2002","","CCM",""
2002,775477,"2476140204184057430","C00217638","PB","International Council of Shopping Cntrs","Chris John For Congress Committee Inc","  ",3000,"03/25/2002","Crowley","LA","70527    ","C00316596","H6LA07131","","2002 Primary","P2002","","CCM",""
2002,775487,"10847531","C00157677","PB","Aramark Corp","Friends of Speziale","  ",450,"09/17/2002","Wayne","NJ","07470    ","         ","","011","Jerry Speziale, Sheriff  NJ","G2002","","CAN",""
2002,775496,"D514","C00293910","PB","American Assn of Orthodontists","Graves for Congress","  ",1000,"09/23/2002","Kansas City","MO","64116    ","         ","","","Contribution: Sam Graves (MO-6-R)","G2002","","CAN",""
2002,784163,"SB23.22249","C00029165","PI","Council for a Livable World","Alloy-Earmark (MA) Evelyn","11",10,"05/14/2002","Philadelphia","PA","191033425","         ","","","Ermk:Contrib Ck-John Kerry MA-Sen","     ","","IND","@W02"
2002,784173,"SB23.22804","C00029165","PI","Council for a Livable World","Anderson-Earmark (CO) Clifford E","11",35,"05/28/2002","Sacramento","CA","958643035","         ","","","Ermk:Contrib Ck-Tom Strickland CO-Sen","     ","","IND","@W02"
2002,784184,"SB23.22279","C00029165","PI","Council for a Livable World","Arnold-Earmark (MT) James R","11",1000,"05/14/2002","La Jolla","CA","920371108","         ","","","Ermk:Contrib Ck-Max Baucus MT-Sen","     ","","IND","@W02"
2002,845849,"SB21B-34095-120000","C00193433","PI","EMILY's List","Northwest Airlines","02",411,"05/10/2002","Romulus","MI","48174    ","         ","","","Travel/ Accomodations","     ","","ORG","@W02"
2002,854702,"SB23.4398","C00364992","PB","Q Funding","CHET EDWARDS FOR CONGRESS","11",1000,"05/15/2002","WACO","TX","76702    ","         ","","","Political Contribution","G2002","","CCM","@W02"
2002,854709,"SB23.4388","C00364992","PB","Q Funding","LAMAR SMITH FOR CONGRESS","11",1000,"05/15/2002","SAN ANTONIO","TX","78209    ","         ","","","Political Contribution","G2002","","CCM","@W02"
2002,863400,"5779845","C00002469","PL","Machinists/Aerospace Workers Union","Tom Ramsay for Agriculture Commissioner","  ",1000,"02/21/2002","Austin","TX","78711    ","         ","","011","Tom Ramsay, AGRICULTURE ST COMM  TX","P2001","","CAN",""
2002,863411,"D2209","C00003806","PL","AFL-CIO","Pacheco for Congress","  ",1000,"02/01/2002","Taunton","MA","02780    ","         ","","","2001 MA-H-09-Debt Retirement","G2002","","CAN",""
2002,863421,"B000080S000002L23","C00363127","PB","Verizon Wireless","WYDEN FOR SENATE","  ",1000,"02/21/2002","PORTLAND","OR","97232    ","C00308676","","24K","2002 PRIMARY ELECTION","P2002","","CCM",""
2002,872219,"SB23.4303","C00001420","PB","Missouri Medical Assn","Ike Skelton For Congress","11",100,"03/07/2002","Harrisonville","MO","64701    ","         ","","","Contribution","P2002","","CCM","@W02"
2002,872228,"SB23.4349","C00172833","PB","American Assn of Crop Insurers","DOOLEY FOR CONGRESS","  ",1000,"02/25/2002","Fresno","CA","93709    ","         ","H0CA17045","","","G2002","","CCM",""
2002,872237,"SB23.4355","C00172833","PB","American Assn of Crop Insurers","TEXANS FOR HENRY BONILLA","  ",1000,"03/20/2002","SAN ANTONIO","TX","78217    ","         ","H2TX23058","","","G2002","","CAN",""
2002,872243,"SB23.5320","C00241380","PB","Arent, Fox et al","FRIENDS OF MARY LANDRIEU INC","  ",1000,"03/20/2002","NEW ORLEANS","LA","70130    ","         ","","","","G    ","","CCM",""
2002,881075,"D3132","C00035451","PL","Air Line Pilots Assn","Friends of Congressman Tim Holden","  ",2500,"03/19/2002","Washington","DC","20005    ","         ","","","Contribution: Tim Holden (PA-6-D)","G2002","","CAN",""
2002,915385,"SB23.13874","C00139659","PI","Joint Action Cmte for Political Affairs","WELLSTONE FOR SENATE","  ",50,"10/22/2002","ST PAUL","MN","55114    ","C00364612","","","earmarked contribution-Rotblatt^Marlene","G2002","","CCM",""
2002,915397,"SB23.13858","C00139659","PI","Joint Action Cmte for Political Affairs","WELLSTONE FOR SENATE","  ",1000,"10/22/2002","ST PAUL","MN","55114    ","C00364612","","","earmarked contribution-Kratounis^Erana","G2002","","CCM",""
2002,924193,"6885088","C00030718","PB","National Assn of Realtors","JUDY BIGGERT FOR CONGRESS","  ",2500,"08/19/2002","HINSDALE","IL","60522    ","         ","","011","","G2002","","CAN",""
2002,924202,"6885093","C00030718","PB","National Assn of Realtors","John Tierney For Congress","  ",1000,"08/19/2002","Salem","MA","01970    ","         ","","011","","P2002","","CAN",""
2002,924211,"6885129","C00030718","PB","National Assn of Realtors","Mario Diaz-Balart Congress","  ",5000,"08/19/2002","Miami","FL","33176    ","C00376087","","011","","P2002","","CAN",""
2002,933012,"2584","C00355586","PI","Straight Talk America","America West Airlines","02",98,"11/06/2002","Phoenix","AZ","85036    ","         ","","","Travel","     ","","ORG","@W02"
2002,933022,"SB23.4845","C00021295","PB","Bracewell & Patterson","HASTERT FOR CONGRESS COMMITTEE","11",1000,"01/31/2002","Batavia","IL","60510    ","         ","","","campaign contribution","G2002","","CCM","@W02"
2002,933033,"SB23.5644","C00021295","PB","Bracewell & Patterson","STENHOLM FOR CONGRESS COMMITTEE","11",1000,"06/11/2002","STAMFORD","TX","79553    ","         ","","","campaign contribution","G2002","","CCM","@W02"
2002,941890,"SB21B.14026","C00006338","PL","Transportation Communications Union","Kelly Press, Inc.","  ",17,"11/13/2002","Cheverly","MD","20785    ","         ","","","RCPL letterhead - sales tax","     ","","ORG",""
2002,941906,"SB23.6015","C00135368","PI","Sierra Club","JEAN CARNAHAN FOR MISSOURI COMMITTEE","11",1000,"06/14/2002","ROLLA","MO","65402    ","         ","","","Contribution","P2002","","CCM","@W02"
2002,950750,"SB23.45650","C00346536","PI","Club for Growth","TERRELL FOR SENATE","  ",25,"12/02/2002","BATON ROUGE","LA","70894    ","         ","","","Earmarked from Francis Centala","R2002","Runoff","CCM",""
2002,950763,"SB23.45828","C00346536","PI","Club for Growth","TERRELL FOR SENATE","  ",250,"12/02/2002","BATON ROUGE","LA","70894    ","         ","","","Earmarked from Charles Erhart","R2002","Runoff","CCM",""
2002,959550,"SB23.10353","C00092247","PI","National Organization for Women","WOOLSEY FOR CONGRESS","  ",250,"10/01/2002","PETALUMA","CA","94975    ","C00260265","","","","G2002","","CCM",""
2002,201755,"SB21B.4721","C00004499","PB","Arizona Medical Assn","Postmaster","  ",300,"03/28/2001","Phoenix","AZ","850139998","         ","","","Business Reply Account Deposit","     ","","ORG",""
2002,201761,"SB29.4726","C00004499","PB","Arizona Medical Assn","Allen Carolyn","  ",-300,"05/10/2001","Scottsdale","AZ","85258    ","         ","","","Returned Legislative Campaign Contrib","P2000","","IND",""
2002,201776,"SB29.4598","C00336834","PB","Motorists Mutual Insurance","Citizens for Larry Wolpert","11",500,"06/22/2001","Columbus","OH","43215    ","         ","","","Campaign Contribution","G2001","","CCM","@W02"
2002,210503,"B006492S000006L23","C00186288","PB","Verizon Communications","SANFORD D. BISHOP JR FOR CONGRESS","  ",1000,"06/05/2001","COLUMBUS","GA","31902    ","C00186288","","24K","2002 PRIMARY ELECTION","P2002","","CCM",""
2002,210513,"B006503S000001L23","C00186288","PB","Verizon Communications","KEEP OUR MAJORITY PAC","  ",1000,"06/12/2001","ALEXANDRIA","VA","22320    ","         ","","24K","2001 GENERAL ELECTION","G2001","","COM",""
2002,382,"0121200254C8301IK","N00000766","RW","Friends of Mike Ferguson","Schering-Plough Better Government Fund","  ",518,"07/23/2001","Washington","DC","200363980","C00366195","","","","     ","","PAC",""
2002,219237,"SB23.4656","C00002261","PB","Federation of American Hospitals","JIM DAVIS FOR CONGRESS","  ",1000,"07/13/2001","Annandale","VA","22003    ","C00002261","H6FL00087","","D-FL-11","P2002","","CAN",""
2002,219246,"","C00005157","PL","Boilermakers Union","DAVE WU FOR CONGRESS","  ",2000,"06/15/2001","PORTLAND","OR","97205    ","C00329292","H8OR01072","","DAVID WU","P    ","","CAN",""
2002,219253,"","C00005157","PL","Boilermakers Union","JOHN LEWIS FOR CONGRESS","  ",1000,"06/15/2001","ATLANTA","GA","30301    ","C00202416","H6GA05217","","JOHN LEWIS","P    ","","CAN",""
2002,9348,"071920018C221IK","N00002872","RW","Lincoln Diaz-Balart for Congress Cmte","Natl. Republican Congressional Committ","04",23,"04/26/2001","Washington","DC","20003    ","C00264028","","","satellite feed","O    ","Other","PTY","@W02"
2002,9358,"","N00004762","RW","Judy Biggert for Congress","Will County Republic","  ",500,"03/13/2001","Joliet","IL","60435    ","C00330241","","","Other Disbursement Lincoln Day","P2002","","IND",""
2002,227950,"Cont00001759CIGNA001","C00085316","PB","Cigna Corp","Cheryl Chase Campaign Committee","  ",270,"10/16/2001","Kearny","AZ","85237    ","         ","","","Cheryl Chase","G2002","","CAN",""
2002,227956,"Cont00001787CIGNA001","C00085316","PB","Cigna Corp","Cmte. to Re-Elect Timothy Z. Jennings","  ",200,"10/23/2001","Roswell","NM","882021797","         ","","","Timothy Z. Jennings","G2002","","CAN",""
2002,227964,"Cont00001818CIGNA001","C00085316","PB","Cigna Corp","Committee to Re-Elect Bengie Regensberg","  ",200,"10/23/2001","Cleveland","NM","87715    ","         ","","","Bengie Regensberg","G2002","","CAN",""
2002,227971,"Cont00001802CIGNA001","C00085316","PB","Cigna Corp","Committee to Re-Elect George Hanosh","  ",200,"10/23/2001","Grants","NM","87020    ","         ","","","George J. Hanosh","G2002","","CAN",""
2002,18484,"0710200130E1818","N00008190","RN","Asa Hutchinson for Congress Cmte","Department of Finance & Administration","  ",108,"02/13/2001","Little Rock","AR","72202    ","C00320168","","","state w/h","     ","","",""
2002,18506,"D02Qv02","N00001049","RI","Gilman for Congress","American Red Cross - S. C.","12",25,"04/26/2001","Port Jervis","NY","12771    ","         ","","","Donation","P2002","","ORG","@W02"
2002,236634,"Disb00008587WJ","C00292946","PI","Americans for a Republican Majority","Strategic Communications Group, LLC","99",6475,"11/27/2001","Washington","DC","20003    ","         ","","","telemarketing expenses","     ","","ORG","@W02"
2002,236647,"1115744234045","C00292946","PI","Americans for a Republican Majority","Southwest Publishing & Mailing Corp","01",5097,"06/07/2001","Topeka","KS","66617    ","         ","","","printing expenses","     ","","ORG","@W02"
2002,236657,"Disb00005579WJ","C00292946","PI","Americans for a Republican Majority","The Richard Norman Company","99",3264,"06/15/2001","Reston","VA","20190    ","         ","","","direct mail expenses","     ","","ORG","@W02"
2002,27511,"073120019E3805","N00006425","RW","John Shadegg for Congress","Business Helpers","99",1110,"04/25/2001","Scottsdale","AZ","85260    ","C00280453","","","Production of Bulk Mail","     ","","","@W02"
2002,245365,"SB21B.6326","C00109355","PI","Voters for Choice/Frnds of Fam Planning","Canali, Inc","  ",13583,"04/10/2001","Darnestown","MD","20874    ","         ","","","Direct Marketing","     ","","ORG",""
2002,36503,"0711200143E1063","N00004762","RW","Judy Biggert for Congress","Priority Computer Services, Inc.","  ",248,"03/02/2001","Westmont","IL","60559    ","C00330241","","","Printer Repair","     ","","",""
2002,254129,"SB23.10651","C00029165","PI","Council for a Livable World","Rogers Lorraine","11",50,"12/10/2001","Bolton","CT","060437510","         ","","","Ermk:Contrib Ck-Max Cleland GA-Sen","     ","","IND","@W02"
2002,254148,"SB23.10341","C00029165","PI","Council for a Livable World","Soffler Judy W","11",20,"10/22/2001","New City","NY","109566434","         ","","","Ermk:Contrib Ck-Max Cleland GA-Sen","     ","","IND","@W02"
2002,45664,"","N00008954","DN","Gore/Lieberman Inc","Campaign Company","04",1819,"05/16/2001","Washington","DC","20002    ","         ","","","Consulting/Media","G    ","","","@W02"
2002,45678,"","N00008954","DN","Gore/Lieberman Inc","FlightTime.Com, Inc.","02",2869,"04/16/2001","Waltham","MA","02453    ","         ","","","Airfare/Transportation","G    ","","","@W02"
2002,263048,"SB23-28044","C00193433","PI","EMILY's List","Shaheen For Senate","  ",50,"09/28/2001","Portland","OR","97213    ","         ","","","Candidate Contrib. Earmarked","P2002","","",""
2002,54841,"0131200234E6612","N00005090","RW","Team Emerson","First National Bank","01",107,"10/05/2001","Cape Girardeau","MO","63701    ","C00320457","","","FEDERAL TAX DEPOSIT","     ","","","@W02"
2002,54853,"0201200256E745","N00002302","DI","Eva Clayton Cmte for Congress","Business Computer Services","01",40,"09/19/2001","Henderson","NC","27536    ","C00257543","","","Dues & Subscriptions","O2002","Other","","@W02"
2002,272064,"SB23.5174","C00298000","PI","Madison Project","Forbes for Congress","  ",25,"06/26/2001","Chesapeake","VA","23328    ","         ","","","Bundled from Meriam Kayser","S2001","Special-General","CCM",""
2002,272079,"SB29.28450","C00168864","PB","Hartford Financial Services","21st Century Leadership Committee","  ",2500,"12/27/2001","Columbus","OH","43215    ","         ","","","","     ","State/Judicial","COM",""
2002,63997,"SB21B-73519","C00010603","DP","DNC Services Corp","Strongin Larry A.","01",854,"03/30/2001","Falls Church","VA","20044    ","         ","","","Salaries","     ","","IND","@W02"
2002,64010,"SB21B-73168","C00010603","DP","DNC Services Corp","MAIL BOXES, ETC.","99",200,"03/22/2001","SALT LAKE CITY","UT","84117    ","         ","","","Postage Direct Mail","     ","","ORG","@W02"
2002,280655,"B3401","C00034181","PB","LTV Corp","National City Bank","  ",18,"09/30/2001","Cleveland","OH","44101    ","         ","","24U","O-2001 Bank Service Charge  OH","O2001","Not Applicable","IND",""
2002,280665,"B3417","C00034181","PB","LTV Corp","National City Bank","  ",18,"11/30/2001","Cleveland","OH","44101    ","         ","","24U","O-2001 Bank Service Charge  OH","O2001","Not Applicable","ORG",""
2002,73074,"SB17.5073","N00024759","RW","Mike Rogers for Congress","Laura Satterfield","01",300,"11/09/2001","Anniston","AL","36206    ","         ","","","Salary","P2002","","IND","@W02"
2002,73087,"0011196","N00009637","RW","Otter for Idaho","CHIGBROW, RYAN & COMPANY, CHTD.","01",125,"11/13/2001","BOISE","ID","83707    ","         ","","","ACCOUNTING FEES","P2002","","ORG","@W02"
2002,289402,"0914930107024463334","C00034405","PB","International Paper","Friends of Bob Allen","11",-500,"06/08/2001","Rockledge","FL","32956    ","         ","","","Nonfederal Contribution","     ","","CCM","@W02"
